,recipe,ingredient,quantity,unit
10666,Moscow mule,limoen,60.0,g
10676,Botercrème (voor macarons),middelgroot ei,60.0,g
10677,Botercrème (voor macarons),custardpoeder,25.0,g
10678,Botercrème (voor macarons),fijne kristalsuiker,50.0,g
10679,Botercrème (voor macarons),volle melk,250.0,g
10680,Botercrème (voor macarons),vanillestokje,2.5,g
10681,Botercrème (voor macarons),ongezouten roomboter,150,g
10682,Botercrème (voor macarons),witte basterdsuiker,50.0,g
10683,Aziatische slawraps met kip &amp; rijst,pandanrijst,200,g
10684,Aziatische slawraps met kip &amp; rijst,middelgrote ui,200.0,g
10685,Aziatische slawraps met kip &amp; rijst,arachideolie,10.0,g
10686,Aziatische slawraps met kip &amp; rijst,kipgehakt naturel,300.0,g
10687,Aziatische slawraps met kip &amp; rijst,spitskool,400.0,g
10688,Aziatische slawraps met kip &amp; rijst,woksaus ketjap sesam,240.0,g
10689,Aziatische slawraps met kip &amp; rijst,kropje babyromainesla,400.0,g
10690,Aziatische slawraps met kip &amp; rijst,bosuitje,500.0,g
10691,Aziatische slawraps met kip &amp; rijst,sesamzaad,5.0,g
10692,Makreelbroodje met augurk &amp; peterseliemayonaise,verse platte peterselie,20.0,g
10693,Makreelbroodje met augurk &amp; peterseliemayonaise,mayonaise,60.0,g
10694,Makreelbroodje met augurk &amp; peterseliemayonaise,brood,128.0,g
10695,Makreelbroodje met augurk &amp; peterseliemayonaise,hamburger,1000.0,g
10696,Makreelbroodje met augurk &amp; peterseliemayonaise,Makreel,165.0,g
10697,Gehaktballetjes in pittige tomatensaus uit de oven,sjalot,60.0,g
10698,Gehaktballetjes in pittige tomatensaus uit de oven,half om half gehakt,500.0,g
10699,Gehaktballetjes in pittige tomatensaus uit de oven,middelgroot ei,60.0,g
10700,Gehaktballetjes in pittige tomatensaus uit de oven,Amerikaanse hamburgerkruiden,35.0,g
10701,Gehaktballetjes in pittige tomatensaus uit de oven,geraspte cheddar,150.0,g
10702,Gehaktballetjes in pittige tomatensaus uit de oven,milde olijfolie,24.0,g
10703,Gehaktballetjes in pittige tomatensaus uit de oven,rode paprika,750.0,g
10704,Gehaktballetjes in pittige tomatensaus uit de oven,jalapenopeper,24.0,g
10705,Gehaktballetjes in pittige tomatensaus uit de oven,passata di pomodoro,690,g
10706,Gehaktballetjes in pittige tomatensaus uit de oven,tortillachips,75.0,g
10716,Ganache,verse slagroom,100.0,g
10717,Ganache,fijne kristalsuiker,40.0,g
10718,Ganache,volle melk,30.0,g
10719,Ganache,pure chocolade 70%,125.0,g
10720,Ganache,ongezouten roomboter,40,g
10721,Quiche met broccoli en gerookte zalm,vers bladerdeeg,270.0,g
10722,Quiche met broccoli en gerookte zalm,middelgroot ei,360.0,g
10723,Quiche met broccoli en gerookte zalm,zuivelspread light bieslook,200.0,g
10724,Quiche met broccoli en gerookte zalm,broccoli,600.0,g
10725,Quiche met broccoli en gerookte zalm,warmgerookte zalmflakes,150.0,g
10726,Halloumi-salade,Kaas,225.0,g
10727,Halloumi-salade,linzen in blik,400.0,g
10728,Halloumi-salade,tomaten,200.0,g
10729,Halloumi-salade,babyspinazie,100.0,g
10730,Halloumi-salade,tzatzikisalade,75.0,g
10736,Eenpansnoedels met broccoli en paprika,rode paprika,500.0,g
10737,Eenpansnoedels met broccoli en paprika,broccoli,500.0,g
10738,Eenpansnoedels met broccoli en paprika,udon noedels,270.0,g
10739,Eenpansnoedels met broccoli en paprika,vegetarische basis rulstukjes,200.0,g
10740,Eenpansnoedels met broccoli en paprika,verse gember,20.0,g
10741,Eenpansnoedels met broccoli en paprika,knoflook,16.0,g
10742,Eenpansnoedels met broccoli en paprika,sesamolie,30.0,g
10743,Eenpansnoedels met broccoli en paprika,sojasaus,45.0,g
10744,Eenpansnoedels met broccoli en paprika,5-kruidenpoeder,6.0,g
10745,Eenpansnoedels met broccoli en paprika,kokend water,900.0,g
10746,Lamskotelet bakken,lamskotelet,640.0,g
10747,Lamskotelet bakken,ongezouten roomboter,50,g
10748,Paasbrood (paasstol),ongezouten roomboter,100,g
10749,Paasbrood (paasstol),volle melk,100.0,g
10750,Paasbrood (paasstol),water,100.0,g
10751,Paasbrood (paasstol),witte basterdsuiker,45.0,g
10752,Paasbrood (paasstol),gedroogde gist,7.0,g
10753,Paasbrood (paasstol),rozijnen,100.0,g
10754,Paasbrood (paasstol),gewelde abrikozen zonder pit,100.0,g
10755,Paasbrood (paasstol),ongebrande hazelnoten,95,g
10756,Paasbrood (paasstol),tarwebloem,350.0,g
10757,Paasbrood (paasstol),zout,2.0,g
10758,Paasbrood (paasstol),pijnboompitten,80,g
10759,Paasbrood (paasstol),amandelspijs,300.0,g
10760,Paasbrood (paasstol),amandelschaafsel,30.0,g
10761,Paasbrood (paasstol),poedersuiker,10,g
10765,Spiegelei,middelgroot ei,60.0,g
10766,Spiegelei,ongezouten roomboter,10,g
10767,Spiegelei,zout,2.0,g
10784,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,zonnebloemolie,24.0,g
10785,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,thaise wokgroente,600.0,g
10786,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,Euroma Original Spices Thai green curry,12.0,g
10787,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,stukjes als van kip,160.0,g
10788,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,bloemkoolrijst,400.0,g
10789,Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,zoete chilisaus,48.0,g
10790,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",pijnboompitten,65,g
10791,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",middelgrote ui,200.0,g
10792,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",knoflook,8.0,g
10793,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",citroen,65.0,g
10794,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",milde olijfolie,24.0,g
10795,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",volkorenpenne,320.0,g
10796,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",avocado,500.0,g
10797,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",cottagecheese,200.0,g
10798,"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",rucola,85.0,g
10799,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",bosuitje,750.0,g
10800,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",knoflook,8.0,g
10801,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",citroen,65.0,g
10802,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",gemalen komijn,2.0,g
10803,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",paprikapoeder,2,g
10804,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",kipgehakt naturel,300.0,g
10805,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",milde olijfolie,24.0,g
10806,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",tahin wit,48.0,g
10807,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",magere yoghurt,100.0,g
10808,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",volkorenpita,320.0,g
10809,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",geraspte rode biet,400.0,g
10810,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",rauwkost peen julienne,150.0,g
10811,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",rauwkost radijsmix,150.0,g
10812,"Fusilli met tomaat, verse kruiden en Parmezaan",middelgrote ui,200.0,g
10813,"Fusilli met tomaat, verse kruiden en Parmezaan",knoflook,8.0,g
10814,"Fusilli met tomaat, verse kruiden en Parmezaan",verse Italiaanse kruidenmix,20.0,g
10815,"Fusilli met tomaat, verse kruiden en Parmezaan",milde olijfolie,24.0,g
10816,"Fusilli met tomaat, verse kruiden en Parmezaan",gepelde tomaten in blik,800.0,g
10817,"Fusilli met tomaat, verse kruiden en Parmezaan",fusilli,350.0,g
10818,"Fusilli met tomaat, verse kruiden en Parmezaan",ongezouten roomboter,50,g
10819,"Fusilli met tomaat, verse kruiden en Parmezaan",parmezaanse kaas,90.0,g
10820,Pantosti 'caprese',trostomaat,200.0,g
10821,Pantosti 'caprese',mozzarella maxi,200,g
10822,Pantosti 'caprese',volkoren vloerbrood,280.0,g
10823,Pantosti 'caprese',koelverse pestospread,48.0,g
10824,Pantosti 'caprese',milde olijfolie,72.0,g
10825,"Toast met ricotta, boontjes en dille (dilly beans)",ricotta,250.0,g
10826,"Toast met ricotta, boontjes en dille (dilly beans)",citroen,65.0,g
10827,"Toast met ricotta, boontjes en dille (dilly beans)",wittewijnazijn,30.0,g
10828,"Toast met ricotta, boontjes en dille (dilly beans)",dijonmosterd,20.0,g
10829,"Toast met ricotta, boontjes en dille (dilly beans)",zout,2.0,g
10830,"Toast met ricotta, boontjes en dille (dilly beans)",traditionele olijfolie,48.0,g
10831,"Toast met ricotta, boontjes en dille (dilly beans)",bosuitje,1000.0,g
10832,"Toast met ricotta, boontjes en dille (dilly beans)",speltbrood,240.0,g
10833,"Toast met ricotta, boontjes en dille (dilly beans)",verse haricots verts,150.0,g
10834,"Toast met ricotta, boontjes en dille (dilly beans)",verse dille,15.0,g
10835,"Toast met ricotta, boontjes en dille (dilly beans)",cannelliniboneninblik,1000.0,g
10836,"Toast met ricotta, boontjes en dille (dilly beans)",knoflook,8.0,g
10837,Rösti van courgettespaghetti met burrata,Aardappel,300.0,g
10838,Rösti van courgettespaghetti met burrata,middelgrote ui,200.0,g
10839,Rösti van courgettespaghetti met burrata,courgettespaghetti,400.0,g
10840,Rösti van courgettespaghetti met burrata,middelgroot ei,60.0,g
10841,Rösti van courgettespaghetti met burrata,tarwebloem,36.0,g
10842,Rösti van courgettespaghetti met burrata,milde olijfolie,36.0,g
10843,Rösti van courgettespaghetti met burrata,burrata,150.0,g
10844,Rösti van courgettespaghetti met burrata,romaatjes,250.0,g
10845,Rösti van courgettespaghetti met burrata,verse basilicum,15.0,g
10846,Bloemkoolbodemquiche met groente en kokosmelk,parmezaanse kaas,25.0,g
10847,Bloemkoolbodemquiche met groente en kokosmelk,koelverse bloemkoolrijst,400.0,g
10848,Bloemkoolbodemquiche met groente en kokosmelk,amandelmeel,60.0,g
10849,Bloemkoolbodemquiche met groente en kokosmelk,middelgroot ei,360.0,g
10850,Bloemkoolbodemquiche met groente en kokosmelk,zonnebloemolie,12.0,g
10851,Bloemkoolbodemquiche met groente en kokosmelk,wokgroente Chinees,600.0,g
10852,Bloemkoolbodemquiche met groente en kokosmelk,soto kruiden,7.5,g
10853,Bloemkoolbodemquiche met groente en kokosmelk,kokosmelk,200.0,g
10863,Spaghetti met avocado-tuinbonensaus en spekjes,spaghetti,300.0,g
10864,Spaghetti met avocado-tuinbonensaus en spekjes,spekreepjes,250.0,g
10865,Spaghetti met avocado-tuinbonensaus en spekjes,diepvries tuinbonen,400.0,g
10866,Spaghetti met avocado-tuinbonensaus en spekjes,citroen,65.0,g
10867,Spaghetti met avocado-tuinbonensaus en spekjes,verse munt,16.0,g
10868,Spaghetti met avocado-tuinbonensaus en spekjes,diepvries zachte avocadostukjes,250.0,g
10869,Paprika's met bonenvulling,Paprika,500.0,g
10870,Paprika's met bonenvulling,milde olijfolie,24.0,g
10871,Paprika's met bonenvulling,basmatirijst,250.0,g
10872,Paprika's met bonenvulling,zwarte bonen,400.0,g
10873,Paprika's met bonenvulling,ongezouten walnoten,110,g
10874,Paprika's met bonenvulling,ricotta,250.0,g
10875,Paprika's met bonenvulling,kruiden,20.76,g
10876,Paprika's met bonenvulling,red Mexican salsa,90.0,g
10877,Paprika's met bonenvulling,tomatenblokjes,400.0,g
10878,Paprika's met bonenvulling,mozzarella,125,g
10879,Paprika's met bonenvulling,verse koriander,7.5,g
10880,Indiase balletjes met zoete aardappel,middelgrote ui,200.0,g
10881,Indiase balletjes met zoete aardappel,knoflook,16.0,g
10882,Indiase balletjes met zoete aardappel,zoete aardappel,800.0,g
10883,Indiase balletjes met zoete aardappel,rundergehakt,500.0,g
10884,Indiase balletjes met zoete aardappel,kerriepoeder,3.5,g
10885,Indiase balletjes met zoete aardappel,arachideolie,20.0,g
10886,Indiase balletjes met zoete aardappel,kokosmelk light,400.0,g
10887,Indiase balletjes met zoete aardappel,kippenbouillontablet,5.0,g
10888,Indiase balletjes met zoete aardappel,broccoli,500.0,g
10889,Gnocchiroerbak met spek &amp; courgette,rode ui,200.0,g
10890,Gnocchiroerbak met spek &amp; courgette,gnocchi,1000.0,g
10891,Gnocchiroerbak met spek &amp; courgette,verse kruidenboter met knoflook,110.0,g
10892,Gnocchiroerbak met spek &amp; courgette,Spek,250.0,g
10893,Gnocchiroerbak met spek &amp; courgette,courgette,600.0,g
10894,Gnocchiroerbak met spek &amp; courgette,knoflook,16.0,g
10895,Gnocchiroerbak met spek &amp; courgette,komijnzaad,2.5,g
10896,Gnocchiroerbak met spek &amp; courgette,verse selderij,20.0,g
10897,Kalkoenrolletjes met tapenade &amp; tortelloni ,verse groene olijven met witte kaas,165.0,g
10898,Kalkoenrolletjes met tapenade &amp; tortelloni ,kalkoenschnitzel,580.0,g
10899,Kalkoenrolletjes met tapenade &amp; tortelloni ,verse salie,7.5,g
10900,Kalkoenrolletjes met tapenade &amp; tortelloni,coburgerham,100.0,g
10901,Kalkoenrolletjes met tapenade &amp; tortelloni ,milde olijfolie,24.0,g
10902,Kalkoenrolletjes met tapenade &amp; tortelloni ,sjalot,40.0,g
10903,Kalkoenrolletjes met tapenade &amp; tortelloni ,verse tortelloni con formaggio e noci,500.0,g
10904,Kalkoenrolletjes met tapenade &amp; tortelloni,cherrytomaten,250.0,g
10905,Kalkoenrolletjes met tapenade &amp; tortelloni ,knoflook,16.0,g
10906,Kalkoenrolletjes met tapenade &amp; tortelloni ,verse spinazie,400.0,g
10907,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,kleine gekookte rode bietjes,500.0,g
10908,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,rode ui,400.0,g
10909,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,pastinaak,400,g
10910,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,citroen,65.0,g
10911,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,middelgroot ei,360.0,g
10912,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,magere melk,200.0,g
10913,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,geraspte belegen geitenkaas 50+,80.0,g
10914,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,pijnboompitten,65,g
10915,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,rucola,75.0,g
10916,Scones met mascarpone en mangojam,citroen,32.5,g
10917,Scones met mascarpone en mangojam,diepvries mango stukjes,250.0,g
10918,Scones met mascarpone en mangojam ,rietsuiker,24.0,g
10919,Scones met mascarpone en mangojam ,ongezouten roomboter,125,g
10920,Scones met mascarpone en mangojam ,zelfrijzend bakmeel,450.0,g
10921,Scones met mascarpone en mangojam ,bakpoeder,500.0,g
10922,Scones met mascarpone en mangojam ,poedersuiker,50,g
10923,Scones met mascarpone en mangojam ,zout,2.0,g
10924,Scones met mascarpone en mangojam ,karnemelk,150.0,g
10925,Scones met mascarpone en mangojam ,mascarpone,125.0,g
10926,Scones met gember en slagroom,ongezouten roomboter,125,g
10927,Scones met gember en slagroom,zelfrijzend bakmeel,450.0,g
10928,Scones met gember en slagroom,bakpoeder,500.0,g
10929,Scones met gember en slagroom,poedersuiker,50,g
10930,Scones met gember en slagroom,zout,2.0,g
10931,Scones met gember en slagroom,bakgember,500.0,g
10932,Scones met gember en slagroom,karnemelk,150.0,g
10933,Scones met gember en slagroom,verse slagroom,125.0,g
10934,Ramensoep met peultjes en garnalen,sjalot,20.0,g
10935,Ramensoep met peultjes en garnalen,verse gember,10.0,g
10936,Ramensoep met peultjes en garnalen,verse knoflook,8.0,g
10937,Ramensoep met peultjes en garnalen,verse koriander,15.0,g
10938,Ramensoep met peultjes en garnalen,limoen,60.0,g
10939,Ramensoep met peultjes en garnalen,verse peultjes,200.0,g
10940,Ramensoep met peultjes en garnalen,Hakubaku ramen noedels,270.0,g
10941,Ramensoep met peultjes en garnalen,arachideolie,20.0,g
10942,Ramensoep met peultjes en garnalen,water,1000.0,g
10943,Ramensoep met peultjes en garnalen,kippenbouillontablet,7.5,g
10944,Ramensoep met peultjes en garnalen,suiker,2.0,g
10945,Ramensoep met peultjes en garnalen,diepvries edamame boon,200.0,g
10946,Ramensoep met peultjes en garnalen,diepvries rauwe gepelde roze garnalen,225.0,g
10947,Hartige scones met tomaat en tijm,ongezouten roomboter,125,g
10948,Hartige scones met tomaat en tijm,Cheddar,75.0,g
10949,Hartige scones met tomaat en tijm,semi-gedroogde tomaten,50.0,g
10950,Hartige scones met tomaat en tijm,verse tijm,2.0,g
10951,Hartige scones met tomaat en tijm,zelfrijzend bakmeel,450.0,g
10952,Hartige scones met tomaat en tijm,bakpoeder,500.0,g
10953,Hartige scones met tomaat en tijm,zout,2.0,g
10954,Hartige scones met tomaat en tijm,karnemelk,150.0,g
10955,Gevulde eieren met truffel,middelgroot ei,480.0,g
10956,Gevulde eieren met truffel,truffelmayonaise,36.0,g
10957,Gevulde eieren met truffel,dijonmosterd,7.5,g
10958,Gevulde eieren met truffel,truffeltapenade,24.0,g
10963,Wortel-gember-sinaasappel-citroensap,snoepgroente worteltjes,75.0,g
10964,Wortel-gember-sinaasappel-citroensap,verse gember,10.0,g
10965,Wortel-gember-sinaasappel-citroensap,citroen,65.0,g
10966,Wortel-gember-sinaasappel-citroensap,sinaasappelsap,200.0,g
10970,Groene gevulde eieren,middelgroot ei,480.0,g
10971,Groene gevulde eieren,avocado,250.0,g
10972,Groene gevulde eieren,verse bieslook,5.0,g
10973,Groene gevulde eieren,verse peterselie,5.0,g
10974,Groene gevulde eieren,dijonmosterd,7.5,g
10975,Groene gevulde eieren,mayonaise,12.0,g
10976,Pindakaassmoothie met banaan en kaneel,banaan,250.0,g
10977,Pindakaassmoothie met banaan en kaneel,gemalen kaneel,0.5,g
10978,Pindakaassmoothie met banaan en kaneel,halfvolle melk,200.0,g
10979,Pindakaassmoothie met banaan en kaneel,pindakaas,12.0,g
10980,"Smoothie met dadel, koffie en cacao",banaan,250.0,g
10981,"Smoothie met dadel, koffie en cacao",dadels zonder pit,50.0,g
10982,"Smoothie met dadel, koffie en cacao",cacaopoeder,250.0,g
10983,"Smoothie met dadel, koffie en cacao",amandeldrink ongezoet,184.0,g
10984,"Smoothie met dadel, koffie en cacao",espresso,58.5,g
10985,Oranje gevulde eieren ,middelgroot ei,480.0,g
10986,Oranje gevulde eieren ,mayonaise,36.0,g
10987,Oranje gevulde eieren,dijonmosterd,7.5,g
10988,Oranje gevulde eieren ,wittewijnazijn,5.0,g
10989,Oranje gevulde eieren ,gemalen cayennepeper,0.5,g
10990,Oranje gevulde eieren ,wilde-zalmeitjes,25.0,g
10993,Noedelsoep met chinese kool en tempé,sjalot,40.0,g
10994,Noedelsoep met chinese kool en tempé,verse gember,10.0,g
10995,Noedelsoep met chinese kool en tempé,knoflook,16.0,g
10996,Noedelsoep met chinese kool en tempé,verse koriander,15.0,g
10997,Noedelsoep met chinese kool en tempé,kool,371.0,g
10998,Noedelsoep met chinese kool en tempé,tempeh,250.0,g
10999,Noedelsoep met chinese kool en tempé,limoen,60.0,g
11000,Noedelsoep met chinese kool en tempé,vers citroengras,10.0,g
11001,Noedelsoep met chinese kool en tempé,chilivlokken,2.0,g
11002,Noedelsoep met chinese kool en tempé,vermicelli glass noodles soe-oen,200.0,g
11003,Noedelsoep met chinese kool en tempé,arachideolie,40.0,g
11004,Noedelsoep met chinese kool en tempé,groentebouillon,10.0,g
11005,Noedelsoep met chinese kool en tempé,water,1000.0,g
11006,Noedelsoep met chinese kool en tempé,kokosmelk,400.0,g
11007,Noedelsoep met chinese kool en tempé,suiker,2.0,g
11008,Noedelsoep met chinese kool en tempé,ketjap manis,36.0,g
11009,Geroosterde bloemkool met groentefriet en sla ,bloemkool,250.0,g
11010,Geroosterde bloemkool met groentefriet en sla ,al-andalus,8.0,g
11011,Geroosterde bloemkool met groentefriet en sla ,milde olijfolie,96.0,g
11012,Geroosterde bloemkool met groentefriet en sla ,zoete-aardappelfriet,600.0,g
11013,Geroosterde bloemkool met groentefriet en sla ,Hazelnoten,95.0,g
11014,Geroosterde bloemkool met groentefriet en sla ,kropsla,400.0,g
11015,Geroosterde bloemkool met groentefriet en sla,citroen,32.5,g
11016,Geroosterde bloemkool met groentefriet en sla ,honing,2.0,g
11017,Geroosterde bloemkool met groentefriet en sla,feta 50+,150.0,g
11018,"Rijstnoedels met tofu, ei en taugé",tofu,375.0,g
11019,"Rijstnoedels met tofu, ei en taugé",arachideolie,40.0,g
11020,"Rijstnoedels met tofu, ei en taugé",thaise zilvervliesrijst noedels,225.0,g
11021,"Rijstnoedels met tofu, ei en taugé",paprikamix,1,g
11022,"Rijstnoedels met tofu, ei en taugé",limoen,60.0,g
11023,"Rijstnoedels met tofu, ei en taugé",verse rode peper,10.0,g
11024,"Rijstnoedels met tofu, ei en taugé",knoflook,16.0,g
11025,"Rijstnoedels met tofu, ei en taugé",salade-ui,200.0,g
11026,"Rijstnoedels met tofu, ei en taugé",100% notenpasta amandel,46.0,g
11027,"Rijstnoedels met tofu, ei en taugé",sojasaus,75.0,g
11028,"Rijstnoedels met tofu, ei en taugé",water,45.0,g
11029,"Rijstnoedels met tofu, ei en taugé",middelgroot ei,120.0,g
11030,"Rijstnoedels met tofu, ei en taugé",taugé,250.0,g
11031,Paprika tortilla's met gehakt en avocadosaus  ,limoen,60.0,g
11032,Paprika tortilla's met gehakt en avocadosaus  ,verse koriander,15.0,g
11033,Paprika tortilla's met gehakt en avocadosaus  ,avocado,500.0,g
11034,Paprika tortilla's met gehakt en avocadosaus  ,middelgrote ui,100.0,g
11035,Paprika tortilla's met gehakt en avocadosaus  ,knoflook,16.0,g
11036,Paprika tortilla's met gehakt en avocadosaus  ,tomaten,140.0,g
11037,Paprika tortilla's met gehakt en avocadosaus  ,milde olijfolie,36.0,g
11038,Paprika tortilla's met gehakt en avocadosaus  ,rundergehakt,500.0,g
11039,Paprika tortilla's met gehakt en avocadosaus  ,gemalen komijn,2.0,g
11040,Paprika tortilla's met gehakt en avocadosaus  ,paprikapoeder,2,g
11041,Paprika tortilla's met gehakt en avocadosaus  ,koelverse Hollandse roerbakgroente zoete puntpaprika sperziebonen,400.0,g
11042,Paprika tortilla's met gehakt en avocadosaus  ,paprika,8.0,g
11043,Paprika tortilla's met gehakt en avocadosaus  ,bietjulienne,500.0,g
11050,Caesarsalade met witte asperges,verse witte asperges,500.0,g
11051,Caesarsalade met witte asperges,middelgroot ei,240.0,g
11052,Caesarsalade met witte asperges,babyromainesla,500.0,g
11053,Caesarsalade met witte asperges,citroen,65.0,g
11054,Caesarsalade met witte asperges,olijfolie,10.0,g
11055,Caesarsalade met witte asperges,mayonaise,24.0,g
11056,Caesarsalade met witte asperges,dijonmosterd,10.0,g
11057,Caesarsalade met witte asperges,extra vierge olijfolie,46.0,g
11058,Caesarsalade met witte asperges,saladecroutons knoflook,20.0,g
11059,Caesarsalade met witte asperges,parmezaanse kaas,45.0,g
11060,Eierkoeken,citroen,65.0,g
11061,Eierkoeken,middelgroot ei,120.0,g
11062,Eierkoeken,kristalsuiker,100.0,g
11063,Eierkoeken,tarwebloem,100.0,g
11064,Eierkoeken,bakpoeder,125.0,g
11065,Eierkoeken,zout,1.0,g
11072,Chocoladebroodjes,croissantdeeg,250.0,g
11073,Chocoladebroodjes,paaseitjes,9,g
11074,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),knoflook,8.0,g
11075,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),turkse yoghurt,500.0,g
11076,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),ongezouten roomboter,50,g
11077,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),zoete gerookte-paprikapoeder,2.0,g
11078,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),chilivlokken,2.0,g
11079,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),volkorenpita,400.0,g
11080,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),wittewijnazijn,15.0,g
11081,Turkse gepocheerde eieren met knoflookyoghurt (Çilbir),middelgroot ei,240.0,g
11082,"Bananentaart met noten, zaden &amp; Griekse yoghurt",zelfrijzend bakmeel,250.0,g
11083,"Bananentaart met noten, zaden &amp; Griekse yoghurt",gemalen kardemom,4.0,g
11084,"Bananentaart met noten, zaden &amp; Griekse yoghurt",zout,2.0,g
11085,"Bananentaart met noten, zaden &amp; Griekse yoghurt",rijpe banaan,400.0,g
11086,"Bananentaart met noten, zaden &amp; Griekse yoghurt",middelgroot ei,120.0,g
11087,"Bananentaart met noten, zaden &amp; Griekse yoghurt",Griekse yoghurt 0%,250.0,g
11088,"Bananentaart met noten, zaden &amp; Griekse yoghurt",honing,100.0,g
11089,"Bananentaart met noten, zaden &amp; Griekse yoghurt","zaden, noten, pitten",250.0,g
11090,Romige pappardelle met garnalen,knoflook,16.0,g
11091,Romige pappardelle met garnalen,venkelknol,280.0,g
11092,Romige pappardelle met garnalen,ongezouten roomboter,30,g
11093,Romige pappardelle met garnalen,gedroogde dragon,4.0,g
11094,Romige pappardelle met garnalen,diepvries rauwe ongepelde reuzengarnaal,450.0,g
11095,Romige pappardelle met garnalen,citroen,65.0,g
11096,Romige pappardelle met garnalen,roomkaas knoflook &amp; fijne kruiden,185.0,g
11097,Romige pappardelle met garnalen,verse spinazie,200.0,g
11098,Romige pappardelle met garnalen,verse pappardelle all'uovo,500.0,g
11099,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,middelgroot ei,480.0,g
11100,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,koelverse bloemkoolrijst,600.0,g
11101,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,arachideolie,50.0,g
11102,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,sjalot,40.0,g
11103,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,verse selderij,20.0,g
11104,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,Honig kruidenpasta voor nasi speciaal,80.0,g
11105,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,bonen,400.0,g
11106,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,rijst,450.0,g
11107,Gevulde bloemkoolomelet met nasi &amp; snijbonen ,gebakken uitjes,48.0,g
11108,Witte asperges uit de oven met aspergesaus &amp; eikruim,witte asperges,1000.0,g
11109,Witte asperges uit de oven met aspergesaus &amp; eikruim,Maggi saus voor asperges,35.0,g
11110,Witte asperges uit de oven met aspergesaus &amp; eikruim,ongezouten roomboter,25,g
11111,Witte asperges uit de oven met aspergesaus &amp; eikruim,middelgroot ei,240.0,g
11112,Witte asperges uit de oven met aspergesaus &amp; eikruim,milde olijfolie,12.0,g
11113,Witte asperges uit de oven met aspergesaus &amp; eikruim,panko Japans paneermeel,50,g
11114,Witte asperges uit de oven met aspergesaus &amp; eikruim,knoflook,8.0,g
11115,Witte asperges uit de oven met aspergesaus &amp; eikruim,verse platte peterselie,10.0,g
11116,"Quiche met groene asperges, bloemkool en feta",vers bladerdeeg,270.0,g
11117,"Quiche met groene asperges, bloemkool en feta",Asperges,350.0,g
11118,"Quiche met groene asperges, bloemkool en feta",citroen,65.0,g
11119,"Quiche met groene asperges, bloemkool en feta",middelgroot ei,240.0,g
